id,name,description,category,type,intervention_type,path,path_type,key_name,data_type,expected_value,expected_value_raw/0,rule_logic/type,rule_logic/operator,rule_logic/value/0,remediation,rule_logic/exclude/0,registry_type,rule_logic/min,rule_logic/max,expected_value_raw/1,expected_value_raw/2,rule_logic/value/1,rule_logic/value/2,expected_value_raw/3,expected_value_raw/4,expected_value_raw/5,expected_value_raw/6,expected_value_raw/7,expected_value_raw/8,expected_value_raw/9,expected_value_raw/10,rule_logic/value/3,rule_logic/value/4,rule_logic/value/5,rule_logic/value/6,rule_logic/value/7,rule_logic/value/8,rule_logic/value/9,rule_logic/value/10,service_name,expected_state
2.3.7.4,Interactive logon: Message text for users attempting to log on,Cấu hình nội dung thông báo hiển thị khi người dùng đăng nhập.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,LegalNoticeText,string,<non-empty custom message>,,not_empty,NOT_EMPTY,,Set LegalNoticeText to a non-empty warning message via secpol.msc,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.7.5,Interactive logon: Message title for users attempting to log on,Cấu hình tiêu đề thông báo hiển thị khi người dùng đăng nhập.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,LegalNoticeCaption,string,<non-empty custom title>,,not_empty,NOT_EMPTY,,Set LegalNoticeCaption to a non-empty title via secpol.msc,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.7.6,Interactive logon: Number of previous logons to cache,Giới hạn số lượng lần đăng nhập trước đó được lưu trữ cục bộ.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,CachedLogonsCount,string,4 or fewer logon(s),4,comparison,<=,4,Set CachedLogonsCount = 4 or fewer via secpol.msc,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.7.7,Interactive logon: Prompt user to change password before expiration,Thời gian nhắc nhở người dùng thay đổi mật khẩu trước khi hết hạn.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,PasswordExpiryWarning,integer,between 5 and 14 days,14,range,,,Set PasswordExpiryWarning between 5-14,,DWORD,5,14,,,,,,,,,,,,,,,,,,,,,,
2.3.7.8,Interactive logon: Smart card removal behavior,Hành vi hệ thống khi tháo thẻ thông minh.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,ScRemoveOption,string,Lock Workstation or higher,1,comparison,>=,1,Set ScRemoveOption = 1 (Lock Workstation),,SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.8.1,Microsoft network client: Digitally sign communications (always),Yêu cầu máy khách mạng luôn ký kỹ thuật số thông tin liên lạc.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters,Registry,RequireSecuritySignature,integer,Enabled,1,comparison,==,1,Set RequireSecuritySignature = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.8.2,Microsoft network client: Send unencrypted password to third-party SMB servers,Ngăn chặn gửi mật khẩu không mã hóa đến các máy chủ bên thứ ba.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters,Registry,EnablePlainTextPassword,integer,Disabled,0,comparison,==,0,Set EnablePlainTextPassword = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.9.1,Microsoft network server: Amount of idle time required before suspending session,Xác định thời gian nhàn rỗi trước khi phiên làm việc bị tạm dừng.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,AutoDisconnect,integer,15 or fewer minute(s),15,comparison,<=,15,Set AutoDisconnect = 15 or fewer,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.9.2,Microsoft network server: Digitally sign communications (always),Yêu cầu máy chủ mạng luôn ký kỹ thuật số thông tin liên lạc.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,RequireSecuritySignature,integer,Enabled,1,comparison,==,1,Set RequireSecuritySignature = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.9.3,Microsoft network server: Disconnect clients when logon hours expire,Ngắt kết nối máy khách khi hết giờ làm việc được phép.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,EnableForcedLogOff,integer,Enabled,1,comparison,==,1,Set EnableForcedLogOff = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.9.4,Microsoft network server: Server SPN target name validation level,Mức độ xác thực tên mục tiêu dịch vụ máy chủ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,SmbServerNameHardeningLevel,integer,Accept if provided by client or higher,1,comparison,>=,1,Set SmbServerNameHardeningLevel = 1 or higher,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.1,Network access: Allow anonymous SID/Name translation,Ngăn chặn người dùng ẩn danh phân giải tên thành mã bảo mật.,Local Policies / Security Options,Automated,Secpol,Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options,Secpol,Network access: Allow anonymous SID/Name translation,integer,Disabled,0,comparison,==,0,Disable via secpol.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.2,Network access: Do not allow anonymous enumeration of SAM accounts,Ngăn chặn liệt kê danh sách tài khoản trong cơ sở dữ liệu bảo mật ẩn danh.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,RestrictAnonymousSAM,integer,Enabled,1,comparison,==,1,Set RestrictAnonymousSAM = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.3,Network access: Do not allow anonymous enumeration of SAM accounts and shares,Ngăn chặn liệt kê danh sách tài khoản và các thư mục chia sẻ ẩn danh.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,RestrictAnonymous,integer,Enabled,1,comparison,==,1,Set RestrictAnonymous = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.4,Network access: Do not allow storage of passwords and credentials for network authentication,Ngăn chặn lưu trữ mật khẩu và thông tin xác thực để sử dụng sau.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,DisableDomainCreds,integer,Enabled,1,comparison,==,1,Set DisableDomainCreds = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.5,Network access: Let Everyone permissions apply to anonymous users,Không cấp quyền của nhóm Tất cả cho các kết nối ẩn danh.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,EveryoneIncludesAnonymous,integer,Disabled,0,comparison,==,0,Set EveryoneIncludesAnonymous = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.6,Network access: Named Pipes that can be accessed anonymously,Hạn chế danh sách các đường ống có thể được truy cập ẩn danh.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,NullSessionPipes,list,None,,empty,EMPTY,,Set NullSessionPipes to empty value via secpol.msc,,MULTI_SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.7,Network access: Remotely accessible registry paths,Giới hạn các đường dẫn tệp tin đăng ký hệ thống có thể truy cập từ xa.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\SecurePipeServers\winreg\AllowedExactPaths,Registry,Machine,list,"System\CurrentControlSet\Control\ProductOptions, System\CurrentControlSet\Control\Server Applications, Software\Microsoft\Windows NT\CurrentVersion",System\CurrentControlSet\Control\ProductOptions,comparison,==,System\CurrentControlSet\Control\ProductOptions,Configure via secpol.msc > Security Options > Network access: Remotely accessible registry paths,,MULTI_SZ,,,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion,,,,,,,,,,,,,,,,,,
2.3.10.8,Network access: Remotely accessible registry paths and sub-paths,Giới hạn đường dẫn phụ tệp tin đăng ký hệ thống truy cập từ xa.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\SecurePipeServers\winreg\AllowedPaths,Registry,Machine,list,Defined approved sub-paths only,System\CurrentControlSet\Control\Print\Printers,comparison,==,System\CurrentControlSet\Control\Print\Printers,Configure via secpol.msc > Security Options > Network access: Remotely accessible registry paths and sub-paths,,MULTI_SZ,,,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog,,
2.3.10.9,Network access: Restrict anonymous access to Named Pipes and Shares,Hạn chế quyền truy cập ẩn danh vào các đường ống và tài nguyên chia sẻ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,RestrictNullSessAccess,integer,Enabled,1,comparison,==,1,Set RestrictNullSessAccess = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.10,Network access: Restrict clients allowed to make remote calls to SAM,Giới hạn các máy khách được phép thực hiện lệnh gọi từ xa đến cơ sở dữ liệu bảo mật.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,RestrictRemoteSAM,string,O:BAG:BAD:(A;;RC;;;BA),O:BAG:BAD:(A;;RC;;;BA),comparison,==,O:BAG:BAD:(A;;RC;;;BA),Set RestrictRemoteSAM = O:BAG:BAD:(A;;RC;;;BA) — Administrators: Remote Access: Allow,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.11,Network access: Shares that can be accessed anonymously,Giới hạn các tài nguyên chia sẻ có thể được truy cập ẩn danh.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,NullSessionShares,list,None,,empty,EMPTY,,Set NullSessionShares to empty via secpol.msc,,MULTI_SZ,,,,,,,,,,,,,,,,,,,,,,,,
2.3.10.12,Network access: Sharing and security model for local accounts,Thiết lập mô hình chia sẻ và bảo mật cho các tài khoản cục bộ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,ForceGuest,integer,Classic - local users authenticate as themselves,0,comparison,==,0,Set ForceGuest = 0 (Classic mode),,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.1,Network security: Allow Local System to use computer identity for NTLM,Cho phép hệ thống cục bộ sử dụng danh tính máy tính để xác thực.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,UseMachineId,integer,Enabled,1,comparison,==,1,Set UseMachineId = 1 via secpol.msc > Security Options,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.2,Network security: Allow LocalSystem NULL session fallback,Vô hiệu hóa việc dự phòng phiên trống của hệ thống cục bộ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,allownullsessionfallback,integer,Disabled,0,comparison,==,0,Set allownullsessionfallback = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.3,Network Security: Allow PKU2U authentication requests to this computer to use online identities,Vô hiệu hóa sử dụng danh tính trực tuyến cho các yêu cầu xác thực ngang hàng.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\pku2u,Registry,AllowOnlineID,integer,Disabled,0,comparison,==,0,Set AllowOnlineID = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.4,Network security: Configure encryption types allowed for Kerberos,Cấu hình loại mã hóa được phép cho giao thức xác thực Kerberos.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,Registry,SupportedEncryptionTypes,integer,"AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types",2147483640,comparison,==,2147483640,Set SupportedEncryptionTypes = 2147483640,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.5,Network security: Force logoff when logon hours expire,Bắt buộc tự động đăng xuất người dùng khi hết thời gian đăng nhập được hệ thống cho phép.,Local Policies / Security Options,Manual,Secpol,Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options,Secpol,Network security: Force logoff when logon hours expire,integer,Enabled,1,comparison,==,1,Enable via secpol.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.6,Network security: LAN Manager authentication level,Xác định mức độ xác thực cho hệ thống mạng cục bộ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa,Registry,LmCompatibilityLevel,integer,Send NTLMv2 response only. Refuse LM & NTLM,5,comparison,==,5,Set LmCompatibilityLevel = 5,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.7,Network security: LDAP client encryption requirements,Yêu cầu mã hóa máy khách đối với giao thức truy cập thư mục hạng nhẹ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LDAP,Registry,LDAPClientIntegrity,integer,Negotiate sealing or higher,2,comparison,>=,2,Set LDAPClientIntegrity = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.8,Network security: LDAP client signing requirements,Yêu cầu ký chữ ký số đối với giao thức truy cập thư mục hạng nhẹ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LDAP,Registry,LDAPClientIntegrity,integer,Negotiate signing or higher,1,comparison,>=,1,Set LDAPClientIntegrity >= 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.9,Network security: Minimum session security for NTLM SSP based clients,Bảo mật phiên tối thiểu cho các máy khách kết nối.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,NTLMMinClientSec,integer,"Require NTLMv2 session security, Require 128-bit encryption",537395200,comparison,==,537395200,Set NTLMMinClientSec = 537395200,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.10,Network security: Minimum session security for NTLM SSP based servers,Bảo mật phiên tối thiểu cho các máy chủ kết nối.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,NTLMMinServerSec,integer,"Require NTLMv2 session security, Require 128-bit encryption",537395200,comparison,==,537395200,Set NTLMMinServerSec = 537395200,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.11,Network security: Restrict NTLM: Audit Incoming NTLM Traffic,Kiểm toán tất cả các yêu cầu lưu lượng xác thực đến.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,AuditReceivingNTLMTraffic,integer,Enable auditing for all accounts,2,comparison,==,2,Set AuditReceivingNTLMTraffic = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.11.12,Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers,Kiểm toán tất cả các yêu cầu lưu lượng xác thực gửi đi máy chủ từ xa.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,Registry,RestrictSendingNTLMTraffic,integer,Audit all or higher,1,comparison,>=,1,Set RestrictSendingNTLMTraffic = 1 (Audit all) or 2 (Deny all),,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.15.1,System objects: Require case insensitivity for non-Windows subsystems,Bắt buộc tính năng không phân biệt chữ hoa chữ thường đối với các hệ thống con ngoại lai.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Kernel,Registry,ObCaseInsensitive,integer,Enabled,1,comparison,==,1,Set ObCaseInsensitive = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.15.2,System objects: Strengthen default permissions of internal system objects,Tăng cường các quyền mặc định của các đối tượng hệ thống nội bộ.,Local Policies / Security Options,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Session Manager,Registry,ProtectionMode,integer,Enabled,1,comparison,==,1,Set ProtectionMode = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.1,User Account Control: Admin Approval Mode for the Built-in Administrator account,Kích hoạt chế độ phê duyệt quản trị cho tài khoản quản trị viên mặc định.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,FilterAdministratorToken,integer,Enabled,1,comparison,==,1,Set FilterAdministratorToken = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.2,User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode,Định cấu hình hành vi của lời nhắc cấp quyền cho quản trị viên.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,ConsentPromptBehaviorAdmin,integer,Prompt for consent on the secure desktop or higher,2,comparison,>=,2,Set ConsentPromptBehaviorAdmin = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.3,User Account Control: Behavior of the elevation prompt for standard users,Tự động từ chối yêu cầu cấp quyền từ các tài khoản người dùng tiêu chuẩn.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,ConsentPromptBehaviorUser,integer,Automatically deny elevation requests,0,comparison,==,0,Set ConsentPromptBehaviorUser = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.4,User Account Control: Detect application installations and prompt for elevation,Phát hiện khi tiến hành cài đặt ứng dụng để đưa ra lời nhắc cấp quyền.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,EnableInstallerDetection,integer,Enabled,1,comparison,==,1,Set EnableInstallerDetection = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.5,User Account Control: Only elevate UIAccess applications that are installed in secure locations,Chỉ tự động nâng cấp các ứng dụng được cài đặt ở các vị trí an toàn.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,EnableSecureUIAPaths,integer,Enabled,1,comparison,==,1,Set EnableSecureUIAPaths = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.6,User Account Control: Run all administrators in Admin Approval Mode,Bắt buộc chạy tất cả các quản trị viên trong chế độ phê duyệt quản trị.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,EnableLUA,integer,Enabled,1,comparison,==,1,Set EnableLUA = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.7,User Account Control: Switch to the secure desktop when prompting for elevation,Chuyển sang sử dụng màn hình nền bảo mật khi xuất hiện lời nhắc cấp quyền.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,PromptOnSecureDesktop,integer,Enabled,1,comparison,==,1,Set PromptOnSecureDesktop = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
2.3.17.8,User Account Control: Virtualize file and registry write failures to per-user locations,Ảo hóa các lỗi ghi tệp và cơ sở dữ liệu đăng ký vào thư mục riêng của từng người dùng.,Local Policies / Security Options,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,EnableVirtualization,integer,Enabled,1,comparison,==,1,Set EnableVirtualization = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
5.3,Computer Browser (Browser) service,"Duy trì danh sách cập nhật các máy tính trên mạng nội bộ. Dịch vụ cũ, tạo lưu lượng mạng không cần thiết.",System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\Browser,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,Browser,Disabled
5.7,IIS Admin Service (IISADMIN),Cho phép máy chủ quản lý IIS metabase. Lưu trữ trang web trên máy trạm làm tăng bề mặt tấn công.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\IISADMIN,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,IISADMIN,Disabled
5.8,Infrared monitor service (irmon),Tự động phát hiện các thiết bị hồng ngoại. Kết nối hồng ngoại tiềm ẩn nguy cơ rò rỉ dữ liệu cao.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\irmon,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,irmon,Disabled
5.10,Microsoft FTP Service (FTPSVC),Cho phép máy tính hoạt động như một máy chủ FTP. Chạy FTP server trên thiết bị người dùng mở rộng bề mặt tấn công.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\FTPSVC,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,FTPSVC,Disabled
5.12,OpenSSH SSH Server (sshd),Cung cấp dịch vụ giao thức kết nối từ xa SSH. Cho phép máy trạm đóng vai máy chủ SSH tăng bề mặt tấn công.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\sshd,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,sshd,Disabled
5.23,Remote Procedure Call (RPC) Locator (RpcLocator),Dịch vụ cũ quản lý cơ sở dữ liệu RPC từ thời Windows 2003. Không cần thiết trên Windows 11.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\RpcLocator,Registry,Start,integer,Disabled,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,RpcLocator,Disabled
5.25,Routing and Remote Access (RemoteAccess),Cung cấp chức năng bộ định tuyến cho máy tính. Gây rủi ro rò rỉ mạng đối với máy trạm doanh nghiệp.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\RemoteAccess,Registry,Start,integer,Disabled,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,RemoteAccess,Disabled
5.27,Simple TCP/IP Services (simptcp),"Cung cấp các dịch vụ mạng cũ (Echo, Daytime...). Không có giá trị thực tế và làm tăng nguy cơ bị tấn công.",System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\simptcp,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,simptcp,Disabled
5.29,Special Administration Console Helper (sacsvr),Cho phép truy cập CMD từ xa qua Dịch vụ Quản lý Khẩn cấp. Gây rủi ro bảo mật nghiêm trọng nếu bị khai thác.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\sacsvr,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,sacsvr,Disabled
5.30,SSDP Discovery (SSDPSRV),Tự động khám phá các thiết bị UPnP trên mạng. Giao thức UPnP kém an toàn.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\SSDPSRV,Registry,Start,integer,Disabled,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,SSDPSRV,Disabled
5.31,UPnP Device Host (upnphost),Cho phép máy tính lưu trữ thiết bị UPnP. Mở ra nhiều lỗ hổng cho mạng doanh nghiệp.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\upnphost,Registry,Start,integer,Disabled,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,upnphost,Disabled
5.32,Web Management Service (WMSvc),Cho phép quản trị từ xa máy chủ web IIS. Mở rộng bề mặt tấn công không cần thiết.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\WMSvc,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,WMSvc,Disabled
5.35,Windows Media Player Network Sharing Service (WMPNetworkSvc),Chia sẻ thư viện nhạc/video qua mạng nội bộ. Không phục vụ mục đích công việc doanh nghiệp.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,WMPNetworkSvc,Disabled
5.36,Windows Mobile Hotspot Service (icssvc),Tính năng phát trạm phát sóng di động (Hotspot). Dễ làm lộ mạng nội bộ ra bên ngoài.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\icssvc,Registry,Start,integer,Disabled,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,icssvc,Disabled
5.40,World Wide Web Publishing Service (W3SVC),Cung cấp nền tảng chạy trang web IIS. Biến máy trạm thành web server tiềm ẩn nguy cơ cao.,System Services,Manual,Service,HKLM\SYSTEM\CurrentControlSet\Services\W3SVC,Registry,Start,integer,Disabled or Not Installed,4,,,,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,W3SVC,Disabled
5.41,Xbox Accessory Management Service (XboxGipSvc),Quản lý các thiết bị phụ kiện Xbox. Các dịch vụ chơi game không phù hợp trong môi trường doanh nghiệp.,System Services,Automated,Service,HKLM\SYSTEM\CurrentControlSet\Services\XboxGipSvc,Registry,Start,integer,Disabled,4,comparison,==,4,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,XboxGipSvc,Disabled
5.42,Xbox Live Auth Manager (XblAuthManager),Cung cấp dịch vụ xác thực cho Xbox Live. Không phù hợp trong môi trường mạng làm việc.,System Services,Automated,Service,HKLM\SYSTEM\CurrentControlSet\Services\XblAuthManager,Registry,Start,integer,Disabled,4,comparison,==,4,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,XblAuthManager,Disabled
